QuestionID,ExamYear,QuestionStem,CorrectAnswer,BodySystem,BodySystem_Source,BodySystem_Confidence,ClinicalCategory,BlueprintCategory,BlueprintCategory_Predicted,Blueprint_Confidence,Blueprint_Source,Subcategory,Subcat_Source,Reference,Explanation,ScoringStatus,YearLastUsed
Q2023-624,2023,"A 64-year-old female presents to your office with a 1-week history of lesions on her legs (shown
below). Her past medical history includes GERD, hypertension, and obesity. Her current
medications include lisinopril (Zestril) and pantoprazole (Protonix). There is tenderness over the
lesions but no itching or discharge. She feels well currently but recently completed a 3-day
course of sulfamethoxazole/trimethoprim (Bactrim) for treatment of a urinary tract infection. The
lesions started to appear about 3â€“4 days after finishing her course of antibiotics. She is
normotensive and afebrile. A physical examination is otherwise unremarkable.
Which one of the following is the most likely diagnosis?
A) Erythema nodosum
B) Necrobiosis lipoidica
C) Purpura fulminans
D) Pyoderma gangrenosum
E) Superficial thrombophlebitis

A) 
B) 
C) 
D) 
E) ",A,Integumentary,Extracted,1.0,Adult Medicine,,Acute Care and Diagnosis,0.556,Predicted,Diagnosis,high,"Kumetz EA, Logemann NF, Rivard SC. Painful lower extremity ulcerations with hyperpigmentation. Am Fam Physician. 2020;101(3):177-178. | Pérez-Garza DM, Chavez-Alvarez S, Ocampo-Candiani J, Gomez-Flores M. Erythema nodosum: a practical approach and diagnostic algorithm. Am J Clin Dermatol. 2021;22(3):367-378.","Tender, symmetric erythematous nodules on the lower extremities are consistent with erythema nodosum
(EN), the most common form of panniculitis. EN is a result of a hypersensitivity reaction to an antigen.
The nodules are usually of acute onset, 1â€“6 cm in diameter, and occur symmetrically on the pretibial areas
but can also appear on the thighs, ankles, and forearms. They generally resolve without ulceration or
scarring within 1â€“6 weeks. While the etiology is usually unknown, they can be due to an infection (often
streptococcal), systemic disease (such as BehÃ§et syndrome), inflammatory bowel disease, sarcoidosis, or
medications (sulfonamides, penicillins, and oral contraceptives are most common). Depending on the
clinical picture and presence of systemic disease, the workup can include biopsy and laboratory testing.
 9
Necrobiosis lipoidica is strongly associated with diabetes mellitus, and occurs as reddish-brown plaques
on the anterior legs. Purpura fulminans is associated with severe disseminated intravascular coagulation
and is characterized by large ecchymoses that evolve into bullae, then black necrotic lesions. Patients are
severely ill with associated hypotension. Pyoderma gangrenosum is exquisitely tender with pain out of
proportion to appearance. It appears as a rapidly developing large ulceration arising from an initial pustule
or papule. Superficial thrombophlebitis is characterized by tender isolated venous nodules that are rarely
numerous and symmetric.
Ref: Kumetz EA, Logemann NF, Rivard SC. Painful lower extremity ulcerations with hyperpigmentation. Am Fam Physician.
2020;101(3):177-178. 2) PÃ©rez-Garza DM, Chavez-Alvarez S, Ocampo-Candiani J, Gomez-Flores M. Erythema nodosum:
a practical approach and diagnostic algorithm. Am J Clin Dermatol. 2021;22(3):367-378.",,
Q2023-625,2023,"You are playing in a community league soccer tournament and are asked to evaluate a
30-year-old female. She was in her usual state of health when she suddenly began having
difficulty breathing while playing soccer. She tells you that she has had similar episodes in the
past. Treatment with an albuterol (Proventil, Ventolin) inhaler does not improve her symptoms.
On examination you note dyspnea with audible inspiratory wheezing but no increased work of
breathing, and she has an oxygen saturation of 98%.
Which one of the following is the most likely diagnosis?
A) Anaphylaxis
B) Exercise-induced asthma
C) Foreign body aspiration
D) Laryngeal edema
E) Vocal cord dysfunction

A) 
B) 
C) 
D) 
E) ",E,Respiratory,Extracted,1.0,Adult Medicine,,Acute Care and Diagnosis,0.315,Predicted,Diagnosis,high,"Malaty J, Wu V. Vocal cord dysfunction: rapid evidence review. Am Fam Physician. 2021;104(5):471-475.","Vocal cord dysfunction occurs when the vocal cords close when they should be open, particularly during
inspiration. It should be suspected in patients who develop sudden, severe dyspnea that presents with
inspiratory stridor or wheezing and is not associated with hypoxia, tachypnea, or increased work of
breathing. It is most common in women ages 30â€“40. Anaphylaxis and foreign body aspiration would be
unlikely without an antecedent trigger. Exercise-induced asthma usually presents with expiratory wheezing
and responds to the use of an albuterol inhaler. Laryngeal edema is usually preceded by signs of illness.
Ref: Malaty J, Wu V. Vocal cord dysfunction: rapid evidence review. Am Fam Physician. 2021;104(5):471-475.",,
Q2023-626,2023,"A 60-year-old male presents with left lower quadrant abdominal pain. His medical and surgical
histories are remarkable only for a history of hypertension controlled with hydrochlorothiazide
and lisinopril (Zestril), and a screening colonoscopy 5 years ago that showed diverticulosis
without polyps. He is afebrile, and a physical examination is notable only for mild abdominal
tenderness in the left lower quadrant without peritoneal signs. A urinalysis is normal. You
diagnose mild diverticulitis.
Which one of the following would be indicated at this time?
A) Rest and clear liquids
B) Avoidance of seeds, nuts, and popcorn
C) Abdominal CT
D) Referral for colonoscopy
E) Hospital admission for intravenous fluids and intravenous antibiotics
9
Item #24
10

A) 
B) 
C) 
D) 
E) ",A,Gastrointestinal,Extracted,1.0,Adult Medicine,,Emergent and Urgent Care,0.382,Predicted,Management,high,"Young-Fadok TM. Diverticulitis. N Engl J Med 2018;379(17):1635-1642. | Qaseem A, Etxeandia-Ikobaltzeta I, Lin JS, Fitterman N, Shamliyan T, Wilt TJ. Diagnosis and management of acute left-sided colonic diverticulitis: a clinical guideline from the American College of Physicians. Ann Intern Med. 2022;175(3):399-415.","In patients with mild diverticulitis, outpatient management with rest and oral clear liquids is preferred.
Avoidance of seeds, nuts, and popcorn does not reduce recurrence rates. CT of the abdomen may be
indicated if the diagnosis is uncertain or if complications are suspected. Colonoscopy is contraindicated
acutely and is only necessary for follow-up when age-appropriate cancer screening is indicated, or in cases
of complicated disease. Antibiotics may not be necessary in all cases, and hospital admission is
unnecessary for mild cases.
Ref: Young-Fadok TM. Diverticulitis. N Engl J Med. 2018;379(17):1635-1642. 2) Qaseem A, Etxeandia-Ikobaltzeta I, Lin JS,
Fitterman N, Shamliyan T, Wilt TJ. Diagnosis and management of acute left-sided colonic diverticulitis: a clinical guideline
from the American College of Physicians. Ann Intern Med. 2022;175(3):399-415.
 10",,
Q2023-627,2023,"A 68-year-old female presents for evaluation of low back pain. Which one of the following signs
or symptoms would be most consistent with a diagnosis of spinal stenosis syndrome?
A) Pain improvement when moving from sitting to standing
B) Pain improvement with lumbar extension
C) Pain worsened by bending forward at the waist
D) Poor balance
E) Urinary incontinence

A) 
B) 
C) 
D) 
E) ",D,Musculoskeletal,Extracted,1.0,Adult Medicine,,Acute Care and Diagnosis,0.482,Predicted,Diagnosis,high,"Katz JN, Zimmerman ZE, Mass H, Makhni MC. Diagnosis and management of lumbar spinal stenosis: a review. JAMA. 2022;327(17):1688-1699.","A diagnosis of lumbar spinal stenosis is characterized by the narrowing of a neural foramen or the spinal
canal, which causes impingement of the nerve roots. It is most often caused by disc protrusion/herniation
or degenerative changes. Degenerative changes cause ligamentous hypertrophy and development of
osteophytes that cause symptoms by impinging on spinal roots. Compression of the posterior columns of
the spinal canal can impact the awareness of position sense (proprioception). A report of balance problems
by patients with low back pain is 70% sensitive for spinal stenosis syndrome, and the patient may exhibit
a positive Romberg test and a wide-based gait. Spinal stenosis pain is increased by movements of lumbar
extension such as standing upright and improved by forward flexion such as bending over a shopping cart
or while sitting. Severe impingement as in cauda equina syndrome causes urinary retention and not
incontinence.
Ref: Katz JN, Zimmerman ZE, Mass H, Makhni MC. Diagnosis and management of lumbar spinal stenosis: a review. JAMA.
2022;327(17):1688-1699.",,
Q2023-628,2023,"The most common electrolyte abnormality in a patient with primary hyperaldosteronism is
A) hypocalcemia
B) hypokalemia
C) hyponatremia
D) hyperkalemia
E) hypernatremia

A) 
B) 
C) 
D) 
E) ",B,Endocrine,Extracted,1.0,Adult Medicine,,Chronic Care Management,0.341,Predicted,Pathophysiology,medium,"Charles L, Triscott J, Dobbs B. Secondary hypertension: discovering the underlying cause. Am Fam Physician. 2017;96(7):453-461. | Byrd JB, Turcu AF, Auchus RJ. Primary aldosteronism: practical approach to diagnosis and management. Circulation. 2018;138(8):823-835.","Primary hyperaldosteronism was previously thought to be rare, but it is now considered one of the more
common causes of secondary hypertension. Hypokalemia is the most common electrolyte abnormality in
patients with hyperaldosteronism. Excess aldosterone secretion independent of the renin-angiotensin system
causes renal potassium wasting, although about half of patients with hyperaldosteronism have normal
potassium levels. Hypocalcemia is commonly associated with inadequate levels of parathyroid hormone.
Hyponatremia and hyperkalemia are associated with primary hypoaldosteronism. Hypernatremia is not a
common finding in primary hyperaldosteronism.
Ref: Charles L, Triscott J, Dobbs B. Secondary hypertension: discovering the underlying cause. Am Fam Physician.
2017;96(7):453-461. 2) Byrd JB, Turcu AF, Auchus RJ. Primary aldosteronism: practical approach to diagnosis and
management. Circulation. 2018;138(8):823-835.",,
Q2023-629,2023,"A 71-year-old male who resides at sea level travels to Colorado for a vacation. He spends the
first night in a resort at 2700 m (8858 ft) above sea level. He notes a headache and sleeps
poorly. The next morning he is somewhat nauseated and lightheaded, but feels well enough to
proceed with his plans and ascends to his campsite at 4000 m (13,123 ft). During the first
evening at the campsite, friends note that he is confused and having difficulty with his balance.
Which one of the following diagnoses best explains his symptoms at the campsite?
A) Acute mountain sickness
B) High-altitude cerebral edema
C) High-altitude headache
D) High altitudeâ€“induced central sleep apnea
E) High-altitude pulmonary edema

A) 
B) 
C) 
D) 
E) ",B,Nonspecific,Extracted,1.0,Emergent & Urgent Care,,Acute Care and Diagnosis,0.279,Predicted,Diagnosis,high,"Luks AM, Hackett PH. Medical conditions and high-altitude travel. N Engl J Med. 2022;386(4):364-373.","This patient likely had a high-altitude headache on arrival, central sleep apnea during his first night in the
hotel, and acute mountain sickness by the next morning. None of these conditions are life-threatening, and
proper acclimatization would have been helpful. The addition of ataxia and confusion to his symptom list
points to high-altitude cerebral edema, which can progress to coma and death. Immediate descent is
indicated. Symptoms of high-altitude pulmonary edema include cough with pinkish sputum, respiratory
distress, and cyanosis.
Ref: Luks AM, Hackett PH. Medical conditions and high-altitude travel. N Engl J Med. 2022;386(4):364-373.
 11",,
Q2023-630,2023,"A 47-year-old female sees you for routine follow-up. Her past medical history is significant for
hypertension, hyperlipidemia, depression, and osteoarthritis. She tells you that she has noticed
her ankles swelling over the past few months. In addition to a physical examination and other
indicated evaluations, you also review her medications, which include the following:
Acetaminophen
Amlodipine (Norvasc)
Atorvastatin (Lipitor)
Escitalopram (Lexapro)
Lisinopril (Zestril)
Which one of her medications is most likely to cause edema?
A) Acetaminophen
B) Amlodipine
C) Atorvastatin
D) Escitalopram
E) Lisinopril
11

A) 
B) 
C) 
D) 
E) ",B,Cardiovascular,Extracted,1.0,Adult Medicine,,Chronic Care Management,0.423,Predicted,Pharmacology,high,"Patel H, Skok C, DeMarco A. Peripheral edema: evaluation and management in primary care. Am Fam Physician. 2022;106(5):557-564.","Edema is a common clinical condition in the primary care setting and may indicate numerous pathologies.
Medications, including many antihypertensives, anti-inflammatory medications, hormones, gabapentinoids,
and chemotherapy, can be a contributing factor and should be reviewed in the evaluation and management
of edema. Of the agents in this patientâ€™s medication regimen, amlodipine is the most likely to cause or
contribute to her edema. Acetaminophen, atorvastatin, escitalopram, and lisinopril are not likely the cause
of her edema.
Ref: Patel H, Skok C, DeMarco A. Peripheral edema: evaluation and management in primary care. Am Fam Physician.
2022;106(5):557-564.",,
Q2023-631,2023,"A 3-year-old male is brought to your office by his parents for evaluation of constipation that
began about a year ago. They report that he cries before bowel movements, has resisted toilet
training, and has unusually large stools about every 3 days, including this morning. He had
normal bowel movements in infancy and his growth and development have been normal.
An examination shows a healthy child with a soft, nondistended, nontender abdomen. A rectal
examination reveals normal sphincter tone and minimal soft stool.
Which one of the following would be the most appropriate next step in correcting his functional
constipation?
A) Increasing fluid intake
B) Increasing physical activity
C) Adding docusate (Colace)
D) Adding polyethylene glycol (MiraLAX)
E) Adding probiotic supplements with Bifidobacterium or Lactobacillus species

A) 
B) 
C) 
D) 
E) ",D,Gastrointestinal,Extracted,1.0,Care of Children and Adolescents,,Acute Care and Diagnosis,0.47,Predicted,Management,high,"Khan L. Constipation management in pediatric primary care. Pediatr Ann. 2018;47(5):e180-e184. | Southwell BR. Treatment of childhood constipation: a synthesis of systematic reviews and meta-analyses. Expert Rev Gastroenterol Hepatol. 2020;14(3):163-174. | Mulhem E, Khondoker F, Kandiah S. Constipation in children and adolescents: evaluation and treatment. Am Fam Physician. 2022;105(5):469-478.","Polyethylene glycol is the most effective treatment for functional constipation in children. Increased fluid
intake does not affect stool frequency in children. While evidence indicates that increased physical activity
may improve functional constipation in adults, it does not have the same effect in children. There is
conflicting  evidence  regarding  the  effectiveness  of  docusate  in  pediatric  patients  with  functional
constipation. Probiotic supplements do not have enough evidence to be recommended.
Ref: Khan L. Constipation management in pediatric primary care. Pediatr Ann. 2018;47(5):e180-e184. 2) Southwell BR.
Treatment of childhood constipation: a synthesis of systematic reviews and meta-analyses. Expert Rev Gastroenterol
Hepatol. 2020;14(3):163-174. 3) Mulhem E, Khondoker F, Kandiah S. Constipation in children and adolescents: evaluation
and treatment. Am Fam Physician. 2022;105(5):469-478.",,
Q2023-632,2023,"A 62-year-old male presents with daytime fatigue, sleepiness, snoring at night, and a BMI of 41
kg/m2. You are concerned that he may have obesity hypoventilation syndrome (OHS) in addition
to possible obstructive sleep apnea.
Which one of the following tests is most appropriate for establishing a diagnosis of OHS?
A) Daytime awake serum HCO â€“
3
B) Daytime awake PaCO
2
C) Daytime awake PaO
2
D) Nighttime serial measurement of peripheral oxygen saturation during sleep
E) Nighttime serum HCO â€“ within 2 minutes of awakening
3

A) 
B) 
C) 
D) 
E) ",B,Respiratory,Extracted,1.0,Adult Medicine,,Acute Care and Diagnosis,0.388,Predicted,Workup,high,"Mokhlesi B, Masa JF, Brozek JL, et al. Evaluation and management of obesity hypoventilation syndrome. An official American Thoracic Society clinical practice guideline. Am J Respir Crit Care Med. 2019;200(3):e6-e24.","Obesity hypoventilation syndrome (OHS) is characterized by obesity and alveolar hypoventilation while
awake, which is defined by an awake PaCO  level >45 mm Hg. Ninety percent of patients have coexistent
2
obstructive sleep apnea (OSA). The pathogenesis is related to the increased physical demands on breathing
caused by obesity. While decreased PaO  or oxygen saturation is often present, it is not part of the
2
diagnostic criteria. In obese patients with lower risk (often with lower BMIs), a serum HCO â€“ level <27
3
mmol/L may obviate the need for an arterial blood gas measurement as OHS becomes very unlikely. If
the HCO â€“ level is ï‚³27 mmol/L (a renal compensatory mechanism for hypoventilation-induced acidosis),
3
a PaCO  measurement should be obtained to establish the diagnosis. The first-line treatment for ambulatory
2
patients with this condition is CPAP. Nighttime measurement of peripheral oxygen saturation during sleep
is a key component of sleep studies that are used to diagnose OSA, but it is not used to diagnose OHS.
Ref: Mokhlesi B, Masa JF, Brozek JL, et al. Evaluation and management of obesity hypoventilation syndrome. An official
American Thoracic Society clinical practice guideline. Am J Respir Crit Care Med. 2019;200(3):e6-e24.
 12",,
Q2023-633,2023,"In a patient with new-onset polymyalgia rheumatica, which one of the following medications can
be added to glucocorticoid therapy in order to reduce the risk of relapse?
A) Ibuprofen
B) Icosapent ethyl (Vascepa)
C) Indomethacin
D) Mesalamine
E) Methotrexate
12

A) 
B) 
C) 
D) 
E) ",E,Musculoskeletal,Extracted,1.0,Adult Medicine,,Chronic Care Management,0.429,Predicted,Pharmacology,high,"Buttgereit F, Dejaco C, Matteson EL, Dasgupta B. Polymyalgia rheumatica and giant cell arteritis: a systematic review. JAMA. 2016;315(22):2442-2458. | Matteson EL, Dejaco C. Polymyalgia rheumatica. Ann Intern Med. 2017;166(9):ITC65-ITC80. | Kostoglou-Athanassiou I, Athanassiou L, Athanassiou P. The effect of omega-3 fatty acids on rheumatoid arthritis. Mediterr J Rheumatol. 2020;31(2):190-194. | Raleigh MF, Stoddard J, Darrow HJ. Polymyalgia rheumatica and giant cell arteritis: rapid evidence review. Am Fam Physician 2022;106(4):420-426.","Polymyalgia rheumatica (PMR) should be treated with glucocorticoids to induce remission. There is good
evidence that adjunctive therapy with methotrexate reduces both the cumulative dose of corticosteroids
needed and the risk of relapse (evidence rating A). NSAIDs such as ibuprofen and indomethacin reduce
pain but do not modify the inflammatory process. Icosapent ethyl is a derivative of omega-3 fatty acids that
reduces cardiovascular events and may improve rheumatoid arthritis, likely via anti-inflammatory
properties. However, it has not been shown to be effective in PMR. Mesalamine is used to reduce
inflammation in inflammatory bowel disease but is not effective against PMR.
Ref: Buttgereit F, Dejaco C, Matteson EL, Dasgupta B. Polymyalgia rheumatica and giant cell arteritis: a systematic review.
JAMA.  2016;315(22):2442-2458.  2)  Matteson  EL,  Dejaco  C.  Polymyalgia  rheumatica.  Ann  Intern  Med.
2017;166(9):ITC65-ITC80. 3) Kostoglou-Athanassiou I, Athanassiou L, Athanassiou P. The effect of omega-3 fatty acids
on rheumatoid arthritis. Mediterr J Rheumatol. 2020;31(2):190-194. 4) Raleigh MF, Stoddard J, Darrow HJ. Polymyalgia
rheumatica and giant cell arteritis: rapid evidence review. Am Fam Physician 2022;106(4):420-426.",,
Q2023-634,2023,"You are caring for a 21-year-old female with previously diagnosed bipolar II disorder,
generalized anxiety disorder, attention-deficit/hyperactivity disorder, and insomnia. The patient
presents for a same-day appointment with new symptoms of chills, excess sweating, flushing,
and nausea of approximately 2 hoursâ€™ duration. The patient felt normal upon awakening, took
methylphenidate (Ritalin), 5 mg with breakfast, and went to work. She began to feel shaky
around lunchtime and took a second dose of methylphenidate, 5 mg. Thirty minutes later she
began having agitation, chills, sweating, flushing, and nausea and had to leave work. Her
current medications include the following:
Desvenlafaxine (Pristiq), 50 mg daily
Doxepin, 10 mg daily at bedtime
Methylphenidate, 5 mg twice daily
Ziprasidone (Geodon), 40 mg twice daily
An examination reveals an alert and anxious patient with damp skin, a temperature of 38.1Â°C
(100.6Â°F), and a heart rate of 110 beats/min. The pupils are slightly dilated and briskly reactive.
A neurologic examination reveals a mild tremor and hyperreflexia without clonus.
Which one of the following would you recommend for this patient?
A) Discontinuing all current medications until her symptoms subside
B) Replacing methylphenidate with atomoxetine (Strattera)
C) Replacing  methylphenidate  with  amphetamine  salts  such  as
dextroamphetamine/amphetamine (Adderall)
D) Symptomatic treatment with diphenhydramine (Benadryl Allergy)
E) Symptomatic treatment with ondansetron

A) 
B) 
C) 
D) 
E) ",A,Nonspecific,Extracted,1.0,Mental Health,,Chronic Care Management,0.405,Predicted,Management,high,"Foong AL, Grindrod KA, Patel T, Kellar J. Demystifying serotonin syndrome (or serotonin toxicity). Can Fam Physician. 2018;64(10):720-727.","Serotonin syndrome is a serious condition that can be life-threatening. This patient is taking multiple
serotonergic medications and displays features suggestive of serotonin syndrome. Signs and symptoms of
serotonin syndrome include mental status changes (e.g., agitation, hallucinations, delirium, coma),
autonomic instability (e.g., hyperthermia, tachycardia, labile blood pressure, diaphoresis, dizziness,
flushing), neuromuscular changes (e.g., tremor, rigidity, hyperreflexia), and gastrointestinal symptoms
(e.g., nausea, vomiting, diarrhea). A timely diagnosis and immediate discontinuation of serotonergic
medications can help prevent worsening of the condition. Supportive care, sometimes in a hospital or
intensive-care setting depending on severity, is the mainstay of treatment. Severe symptoms that necessitate
hospital management include a temperature >38.5Â°C, confusion, delirium, and rigidity. Multiple classes
of medications are associated with serotonin syndrome, including SSRIs/SNRIs, tricyclic antidepressants,
antipsychotics, stimulants, triptans, and others. Changing to a different stimulant, or to a nonstimulant,
would not help resolve serotonin syndrome, nor would symptomatic treatment with diphenhydramine or
similar  agents.  Serotonin  syndrome  has  been  reported  with  5-HT3  receptor  antagonists  such  as
ondansetron, particularly when used in combination with other serotonergic medications.
Ref: Foong AL, Grindrod KA, Patel T, Kellar J. Demystifying serotonin syndrome (or serotonin toxicity). Can Fam Physician.
2018;64(10):720-727.
 13",,
Q2023-635,2023,"The daughter of an 82-year-old bedbound female with Alzheimer dementia requests a home visit
to discuss transitions of care due to continued deterioration of her motherâ€™s condition. The
daughter has been the caregiver for the past 5 years since her mother began to struggle with
independently managing her activities of daily living (ADLs). Recently, the patientâ€™s appetite
has significantly diminished, and her daughter is concerned that she has lost 15 lb in the last 6
months. She asks about feeding tube placement, medications to help her appetite, or ways to
improve her dementia. The patient no longer recognizes her daughter and is nonverbal but smiles
when approached at her bedside upon examination. Her vital signs are stable, she appears
cachectic, a physical examination is unremarkable, and pain is not present upon palpation.
Which one of the following is recommended at this time?
A) Assisted oral feeding
B) Initiation of a high-calorie supplement
C) Initiation of a cholinesterase inhibitor
D) Initiation of an appetite stimulant
E) Percutaneous feeding tube placement
13

A) 
B) 
C) 
D) 
E) ",A,Patient-Based Systems,Extracted,1.0,Adult Medicine,,Chronic Care Management,0.257,Predicted,Pharmacology,medium,"American Geriatrics Society. Tip sheet: ten things clinicians and patients should question. ABIM Foundation Choosing Wisely campaign. Updated June | Unwin BK, Bedsaul NB, Stubbs S. The physician's role in transitioning older adults into long-term care facilities. Am Fam Physician. 2022;106(6):714-717.","According to the American Geriatrics Societyâ€™s Choosing Wisely recommendations, oral handfeeding is
no worse for outcomes such as aspiration pneumonia, patient comfort, and death compared to percutaneous
feeding tube placement. Agitation and pressure ulcers may worsen with tube feeding. High-calorie shakes
or supplements and appetite stimulants are not recommended as they may increase weight but do not
improve patient-oriented outcomes such as functional status, quality of life, or survival. Furthermore,
appetite stimulants such as megestrol acetate may increase the risk of thrombosis and edema, and hasten
death. According to randomized, controlled trials, cholinesterase inhibitors may statistically improve
cognitive testing results, but they do not produce meaningful improvement. This patient is approaching
end-stage Alzheimer dementia and initiating a cholinesterase inhibitor will not improve functioning and
may even worsen appetite, as a common side effect is gastrointestinal disturbance.
Ref: American Geriatrics Society. Tip sheet: ten things clinicians and patients should question. ABIM Foundation Choosing
Wisely campaign. Updated June 2017 2) Unwin BK, Bedsaul NB, Stubbs S. The physician's role in transitioning older
adults into long-term care facilities. Am Fam Physician. 2022;106(6):714-717.",,
Q2023-636,2023,"A 24-year-old male presents for evaluation of a soft-tissue mass on his arm. Which one of the
following features, if present, should prompt further evaluation with advanced imaging?
A) Diameter ï‚³5 cm
B) Fluctuant texture
C) Lack of tenderness with palpation
D) Persistent, slow growth over several years
E) Superficial location (above the fascia)

A) 
B) 
C) 
D) 
E) ",A,Integumentary,Extracted,1.0,Adult Medicine,,Acute Care and Diagnosis,0.412,Predicted,Workup,low,"Achar S, Yamanaka J, Oberstar J. Soft tissue masses: evaluation and treatment. Am Fam Physician. 2022;105(6):602-612.","Soft-tissue masses that are ï‚³5 cm in diameter carry a higher risk of malignancy and should prompt further
evaluation with advanced imaging. Other features that raise concern for possible malignancy include rapid
growth, sudden presentation without explanation, and lesions that are firm, deep, and adhere to
surrounding structures. Both benign and malignant masses can be painless, but a lack of tenderness with
palpation alone would not prompt the need for advanced imaging. Advanced imaging would also not be
necessary for a mass that has a fluctuant texture, has grown persistently and slowly over several years, or
is superficially located (above the fascia).
Ref: Achar S, Yamanaka J, Oberstar J. Soft tissue masses: evaluation and treatment. Am Fam Physician. 2022;105(6):602-612.",,
Q2023-637,2023,"In patients with type 2 diabetes, medications from which one of the following classes have been
shown to reduce the progression of chronic kidney disease?
A) Biguanides
B) DPP-4 inhibitors
C) SGLT2 inhibitors
D) Thiazolidinediones

A) 
B) 
C) 
D) 
E) ",C,Nephrologic,Extracted,1.0,Adult Medicine,,Chronic Care Management,0.425,Predicted,Pharmacology,medium,"ElSayed NA, Aleppo G, Aroda VR, et al. 9. Pharmacologic approaches to glycemic treatment: standards of care in diabetes—2023. Diabetes Care. 2023;46(Suppl 1):S140-S157. | ElSayed NA, Aleppo G, Aroda VR, et al. 11. Chronic kidney disease and risk management: standards of care in diabetes—2023. Diabetes Care. 2023;46(Suppl 1):S191-S202.","SGLT2 inhibitors are recommended for people with stage 3 or higher chronic kidney disease (CKD) and
type 2 diabetes, as they slow CKD progression, reduce cardiovascular events, and reduce heart failure risk
independent of glucose management. GLP-1 receptor agonists reduce the risk of cardiovascular disease
events and hypoglycemia and appear to slow CKD progression. Biguanides (e.g., metformin), DPP-4
inhibitors, and thiazolidinediones have not been shown to reduce the progression of CKD in patients with
type 2 diabetes (SOR B).
Ref: ElSayed NA, Aleppo G, Aroda VR, et al. 9. Pharmacologic approaches to glycemic treatment: standards of care in
diabetesâ€”2023. Diabetes Care. 2023;46(Suppl 1):S140-S157. 2) ElSayed NA, Aleppo G, Aroda VR, et al. 11. Chronic
kidney disease and risk management: standards of care in diabetesâ€”2023. Diabetes Care. 2023;46(Suppl 1):S191-S202.
 14",,
Q2023-638,2023,"Which one of the following is the most appropriate timing to initiate the use of fluoride varnish
in infants and children to prevent dental caries?
A) At age 6 months if their primary water source is deficient in fluoride
B) At age 6 months and then four times yearly
C) At age 6 years and then four times yearly
D) When the first primary tooth erupts and then twice yearly
E) When the first permanent tooth erupts and then four times yearly

A) 
B) 
C) 
D) 
E) ",D,Special Sensory,Extracted,1.0,Care of Children and Adolescents,,Preventive Care,0.326,Predicted,Screening,medium,"Silk H, McCallum W: Fluoride: The family physician's role. Am Fam Physician 2015;92(3):174-179. | Stephens MB, Wiedemer JP, Kushner GM: Dental problems in primary care. Am Fam Physician 2018;98(11):654-660. | US Preventive Services Task Force. Final recommendation statement: prevention of dental caries in children younger than 5 years: screening and interventions. Updated December 7, 2021.","Fluoride helps to prevent tooth decay and is an important aspect of good oral care. Family physicians can
impact oral health, which directly affects overall health, by incorporating this into their routine practice.
Fluoride varnish should be applied when the first primary tooth erupts. It should then be applied twice
yearly in all infants and young children (SOR B). Also, if the patientâ€™s primary water source is deficient
in fluoride, then fluoride supplements should be prescribed for children beginning at 6 months of age.
Ref: Silk H, McCallum W: Fluoride: The family physician's role. Am Fam Physician 2015;92(3):174-179. 2) Stephens MB,
Wiedemer JP, Kushner GM: Dental problems in primary care. Am Fam Physician 2018;98(11):654-660. 3) US Preventive
Services Task Force. Final recommendation statement: prevention of dental caries in children younger than 5 years:
screening and interventions. Updated December 7, 2021.",,
